release,fitness,c1,c2,d1,d2,d3,n1,n2,n3,n4,n5,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15
mockito-1.9/run.20,0.388512994,110,10,50, inf,0.90,5,1000,0.30, blind, expression , false, true, false, false, false, true, false, false, true, true, true, true, false, true,5
mockito-1.9/run.3,0.388512994,110,10,50, inf,0.90,5,100,0.30, blind, expression , false, true, false, false, false, false, false, false, true, false, true, false, false, false,5
mockito-1.9/run.4,0.388512994,110,10,50, inf,0.90,5,400,0.30, blind, expression , false, true, false, true, false, false, true, true, true, true, true, true, false, true,5
mockito-1.9/run.5,0.388512994,110,10,50, inf,0.90,5,100,0.30, blind, expression , false, true, true, true, false, false, false, false, true, true, true, true, false, false,5
mockito-1.9/run.7,0.388512994,110,10,50, inf,0.90,5,100,0.30, blind, expression , false, true, true, true, true, false, false, true, true, false, true, false, false, false,5
mockito-1.9/run.8,0.388512994,110,10,50, inf,0.90,5,1000,0.30, blind, expression , false, true, true, true, true, false, false, false, true, true, true, true, false, false,5
mockito-1.9/run.9,0.388512994,110,10,50, inf,0.90,5,100,0.30, blind, expression , false, true, true, true, true, true, false, true, true, false, true, false, false, true,5
mockito-1.9/run.10,0.383898776,30,17,50,8,1.00,6,800,0.10, none, declaration , true, true, false, false, true, true, true, true, false, false, false, false, false, true,7
mockito-1.9/run.14,0.383898776,30,17,50,8,1.00,6,600,0.10, none, declaration , true, true, false, false, true, true, false, false, false, false, false, false, false, false,7
mockito-1.9/run.19,0.383898776,30,17,50,8,1.00,6,800,0.10, none, declaration , true, true, true, false, true, true, false, false, false, false, false, false, false, false,7
mockito-1.9/run.1,0.382622774,30,17,50,8,1.00,5,100,0.00, blind, literal , true, true, true, false, true, true, true, true, false, true, false, true, true, true,7
mockito-1.9/run.15,0.377883651,30,17,50,8,1.00,5,800,0.00, blind, literal , true, true, true, false, false, true, true, false, true, false, false, false, true, false,7
mockito-1.10/run.0,0.385813772,110,10,50, inf,0.90,5,800,0.30, blind, expression , false, true, false, true, false, false, false, false, true, true, true, true, false, false,5
mockito-1.10/run.1,0.385813772,110,10,50, inf,0.90,5,400,0.30, blind, expression , false, true, true, true, true, false, false, true, true, false, true, false, false, true,5
mockito-1.10/run.10,0.385813772,110,10,50, inf,0.90,5,600,0.30, blind, expression , false, true, false, true, true, true, true, false, true, true, true, false, false, false,5
mockito-1.10/run.11,0.385813772,110,10,50, inf,0.90,5,100,0.30, blind, expression , false, true, false, true, false, true, true, true, true, false, true, false, false, true,5
mockito-1.10/run.12,0.385813772,110,10,50, inf,0.90,5,1000,0.30, blind, expression , false, true, false, true, true, false, false, false, true, false, true, false, false, true,5
mockito-1.10/run.13,0.385813772,110,10,50, inf,0.90,5,100,0.30, blind, expression , false, true, false, true, false, true, false, true, true, false, true, false, false, false,5
mockito-1.10/run.14,0.385813772,110,10,50, inf,0.90,5,1000,0.30, blind, expression , false, true, true, false, false, true, false, false, true, false, true, false, false, false,5
mockito-1.10/run.15,0.385813772,110,10,50, inf,0.90,5,400,0.30, blind, expression , false, true, true, false, false, true, true, true, true, true, true, true, false, false,5
mockito-1.10/run.16,0.385813772,110,10,50, inf,0.90,5,200,0.30, blind, expression , false, true, false, true, true, false, true, false, true, false, true, false, false, false,5
mockito-1.10/run.17,0.385813772,110,10,50, inf,0.90,5,1000,0.30, blind, expression , false, true, false, false, false, true, true, false, true, true, true, false, false, true,5
mockito-1.10/run.18,0.385813772,110,10,50, inf,0.90,5,100,0.30, blind, expression , false, true, true, true, false, true, true, false, true, false, true, false, false, true,5
mockito-1.10/run.19,0.385813772,110,10,50, inf,0.90,5,200,0.30, blind, expression , false, true, false, false, true, false, true, true, true, true, true, false, false, true,5
mockito-1.10/run.2,0.385813772,110,10,50, inf,0.90,5,800,0.30, blind, expression , false, true, true, false, true, true, true, false, true, true, true, false, false, false,5
mockito-1.10/run.3,0.385813772,110,10,50, inf,0.90,5,1000,0.30, blind, expression , false, true, false, false, true, true, false, false, true, true, true, false, false, false,5
mockito-1.10/run.4,0.385813772,110,10,50, inf,0.90,5,200,0.30, blind, expression , false, true, true, true, true, false, false, false, true, false, true, false, false, false,5
mockito-1.10/run.5,0.385813772,110,10,50, inf,0.90,5,200,0.30, blind, expression , false, true, true, true, true, true, true, false, true, true, true, true, false, false,5
mockito-1.10/run.6,0.385813772,110,10,50, inf,0.90,5,100,0.30, blind, expression , false, true, true, true, false, false, false, false, true, false, true, true, false, false,5
mockito-1.10/run.7,0.385813772,110,10,50, inf,0.90,5,800,0.30, blind, expression , false, true, false, false, true, true, true, true, true, false, true, false, false, false,5
mockito-1.10/run.8,0.385813772,110,10,50, inf,0.90,5,1000,0.30, blind, expression , false, true, false, true, false, false, false, false, true, true, true, false, false, true,5
mockito-1.10/run.9,0.385813772,110,10,50, inf,0.90,5,600,0.30, blind, expression , false, true, false, true, false, false, false, false, true, false, true, false, false, false,5
mockito-2.0.0/run.9,0.385111851,110,10,50, inf,0.90,5,1000,0.30, blind, expression , false, true, false, false, true, false, true, false, true, false, true, false, false, false,5
mockito-2.0.0/run.8,0.385111851,110,10,50, inf,0.90,5,800,0.30, blind, expression , false, true, true, false, true, true, true, true, true, false, true, false, false, false,5
mockito-2.0.0/run.7,0.385111851,110,10,50, inf,0.90,5,400,0.30, blind, expression , false, true, true, true, false, false, true, false, true, true, true, false, false, true,5
mockito-2.0.0/run.6,0.385111851,110,10,50, inf,0.90,5,400,0.30, blind, expression , false, true, true, false, true, true, true, false, true, false, true, false, false, false,5
mockito-2.0.0/run.5,0.385111851,110,10,50, inf,0.90,5,400,0.30, blind, expression , false, true, true, true, true, true, false, true, true, true, true, true, false, false,5
mockito-2.0.0/run.4,0.385111851,110,10,50, inf,0.90,5,200,0.30, blind, expression , false, true, true, false, false, true, true, false, true, true, true, false, false, true,5
mockito-2.0.0/run.3,0.385111851,110,10,50, inf,0.90,5,100,0.30, blind, expression , false, true, true, false, false, false, false, true, true, true, true, true, false, false,5
mockito-2.0.0/run.2,0.385111851,110,10,50, inf,0.90,5,100,0.30, blind, expression , false, true, true, true, true, false, true, true, true, true, true, false, false, true,5
mockito-2.0.0/run.19,0.385111851,110,10,50, inf,0.90,5,800,0.30, blind, expression , false, true, false, true, true, false, true, false, true, false, true, true, false, false,5
mockito-2.0.0/run.18,0.385111851,110,10,50, inf,0.90,5,200,0.30, blind, expression , false, true, false, true, true, true, false, false, true, true, true, false, false, false,5
mockito-2.0.0/run.17,0.385111851,110,10,50, inf,0.90,5,400,0.30, blind, expression , false, true, true, true, false, false, false, false, true, true, true, false, false, false,5
mockito-2.0.0/run.16,0.385111851,110,10,50, inf,0.90,5,200,0.30, blind, expression , false, true, false, true, false, true, false, true, true, true, true, false, false, false,5
mockito-2.0.0/run.15,0.385111851,110,10,50, inf,0.90,5,200,0.30, blind, expression , false, true, true, false, false, true, false, true, true, true, true, true, false, true,5
mockito-2.0.0/run.13,0.385111851,110,10,50, inf,0.90,5,1000,0.30, blind, expression , false, true, true, false, false, true, false, true, true, true, true, false, false, true,5
mockito-2.0.0/run.12,0.385111851,110,10,50, inf,0.90,5,800,0.30, blind, expression , false, true, true, true, true, false, true, true, true, false, true, true, false, false,5
mockito-2.0.0/run.11,0.385111851,110,10,50, inf,0.90,5,800,0.30, blind, expression , false, true, true, false, false, true, false, false, true, true, true, false, false, true,5
mockito-2.0.0/run.10,0.385111851,110,10,50, inf,0.90,5,200,0.30, blind, expression , false, true, false, true, true, false, true, true, true, true, true, true, false, true,5
mockito-2.0.0/run.1,0.385111851,110,10,50, inf,0.90,5,1000,0.30, blind, expression , false, true, true, true, false, false, true, true, true, true, true, false, false, true,5
mockito-2.0.0/run.0,0.385111851,110,10,50, inf,0.90,5,600,0.30, blind, expression , false, true, true, false, true, false, false, true, true, false, true, false, false, false,5
mockito-2.0.0/run.14,0.35972316,70,20,50,8,1.00,5,200,0.10, none, declaration , true, false, true, false, false, false, true, false, true, false, false, false, true, true,7
mockito-2.0.44/run.1,0.393220018,110,10,50, inf,0.90,5,200,0.30, blind, expression , false, true, false, true, true, false, true, true, true, true, true, true, false, false,5
mockito-2.0.44/run.10,0.393220018,110,10,50, inf,0.90,5,800,0.30, blind, expression , false, true, true, true, false, true, true, false, true, true, true, false, false, true,5
mockito-2.0.44/run.11,0.393220018,110,10,50, inf,0.90,5,100,0.30, blind, expression , false, true, true, false, false, false, false, true, true, true, true, false, false, true,5
mockito-2.0.44/run.12,0.393220018,110,10,50, inf,0.90,5,800,0.30, blind, expression , false, true, true, true, false, true, true, true, true, false, true, false, false, true,5
mockito-2.0.44/run.13,0.393220018,110,10,50, inf,0.90,5,400,0.30, blind, expression , false, true, false, false, false, false, false, true, true, true, true, true, false, true,5
mockito-2.0.44/run.14,0.393220018,110,10,50, inf,0.90,5,100,0.30, blind, expression , false, true, true, true, false, false, true, true, true, false, true, false, false, false,5
mockito-2.0.44/run.15,0.393220018,110,10,50, inf,0.90,5,400,0.30, blind, expression , false, true, false, true, true, true, false, true, true, true, true, true, false, true,5
mockito-2.0.44/run.16,0.393220018,110,10,50, inf,0.90,5,600,0.30, blind, expression , false, true, true, false, true, true, false, true, true, true, true, true, false, false,5
mockito-2.0.44/run.17,0.393220018,110,10,50, inf,0.90,5,600,0.30, blind, expression , false, true, false, true, true, false, false, true, true, false, true, true, false, false,5
mockito-2.0.44/run.18,0.393220018,110,10,50, inf,0.90,5,400,0.30, blind, expression , false, true, false, true, true, false, false, false, true, false, true, false, false, false,5
mockito-2.0.44/run.19,0.393220018,110,10,50, inf,0.90,5,800,0.30, blind, expression , false, true, true, true, false, false, false, false, true, true, true, false, false, false,5
mockito-2.0.44/run.2,0.393220018,110,10,50, inf,0.90,5,100,0.30, blind, expression , false, true, false, true, true, true, true, true, true, true, true, false, false, true,5
mockito-2.0.44/run.3,0.393220018,110,10,50, inf,0.90,5,200,0.30, blind, expression , false, true, true, false, false, true, false, false, true, true, true, true, false, false,5
mockito-2.0.44/run.4,0.393220018,110,10,50, inf,0.90,5,1000,0.30, blind, expression , false, true, false, true, true, false, true, false, true, false, true, false, false, false,5
mockito-2.0.44/run.5,0.393220018,110,10,50, inf,0.90,5,100,0.30, blind, expression , false, true, false, false, false, false, true, false, true, true, true, false, false, true,5
mockito-2.0.44/run.6,0.393220018,110,10,50, inf,0.90,5,1000,0.30, blind, expression , false, true, true, false, false, false, true, false, true, true, true, false, false, false,5
mockito-2.0.44/run.7,0.393220018,110,10,50, inf,0.90,5,100,0.30, blind, expression , false, true, true, true, false, false, false, true, true, false, true, false, false, true,5
mockito-2.0.44/run.8,0.393220018,110,10,50, inf,0.90,5,200,0.30, blind, expression , false, true, true, true, true, false, true, false, true, true, true, true, false, false,5
mockito-2.0.44/run.9,0.393220018,110,10,50, inf,0.90,5,800,0.30, blind, expression , false, true, true, true, false, false, true, false, true, true, true, false, false, false,5
